Subject_ID,Group,Pearson_r,Pearson_p,Spearman_rho,Jaccard,Cosine_Similarity,Mean_Abs_Diff,RMSD,Rank
sub-30028,AD,0.789983981881783,0.0,0.7795790910278773,0.42907385697538103,0.9483690325318236,0.04890864789259268,0.06108319336506338,1
sub-30001,AD,0.789855893538532,0.0,0.7780600426716507,0.44089834515366433,0.9478611110955311,0.04969211229676535,0.062205058593743694,2
sub-30009,AD,0.7895408250209157,0.0,0.7789806902729035,0.42489772063120984,0.9482699891219573,0.04938938982204693,0.06182270165903864,3
sub-30022,AD,0.7873202892204778,0.0,0.7747507688844145,0.4460260972716489,0.9483765605836169,0.04979958260277921,0.06216052627759477,4
sub-30032,AD,0.7871141868396339,0.0,0.7758613161861072,0.42406542056074764,0.9473133347299275,0.04961916285016353,0.062185730029654454,5
sub-30024,AD,0.7871131107052028,0.0,0.7757204975337066,0.42656524283206554,0.9465924307213042,0.0498107829079126,0.06234537487988336,6
sub-30030,AD,0.7870508458748293,0.0,0.7728930466972402,0.43243243243243246,0.9474495673570328,0.04944614096271,0.06198432492806381,7
sub-30006,AD,0.787024543837916,0.0,0.7752880811013523,0.45639187574671447,0.94810681974564,0.04897329060588248,0.061713670538140565,8
sub-30005,AD,0.7868265634180722,0.0,0.7733391863978566,0.4299120234604106,0.947712134874646,0.049747292172891366,0.06232745853850981,9
sub-30017,AD,0.786683863945987,0.0,0.7743559116352214,0.4257309941520468,0.9471149687759878,0.05003385688643461,0.06253423743135052,10
sub-30010,AD,0.7856252557029773,0.0,0.7745028784854225,0.4460260972716489,0.947273198959447,0.0500879771423918,0.06232925544734885,11
sub-30008,AD,0.7856061441175911,0.0,0.7762092784483315,0.43919716646989376,0.9466086104645998,0.05008380390393704,0.06280074747878785,12
sub-30013,AD,0.7845294500727235,0.0,0.7722312535152481,0.4460260972716489,0.947838046232402,0.04929048456542523,0.06199724527454164,13
sub-30034,AD,0.7845243417968555,0.0,0.7711711850662274,0.43580683156654887,0.9478580362846406,0.04968294257819835,0.06185001086739539,14
sub-30018,AD,0.7844227022109291,0.0,0.7735861671388187,0.42074592074592077,0.9469613653458143,0.04991180486381373,0.06230375593023327,15
sub-30023,AD,0.7844133662814703,0.0,0.7706005853258633,0.44260355029585796,0.9477401262406845,0.04955460253887974,0.06218217298027195,16
sub-30029,AD,0.7833415598646764,0.0,0.7696219145898205,0.4332745443856555,0.9469447503699225,0.049977140547117146,0.062330784310223666,17
sub-30033,AD,0.783152662086147,0.0,0.7702448119868279,0.443457667258733,0.946252978750559,0.050421672460661905,0.06321721929006624,18
sub-30004,AD,0.7830312868194897,0.0,0.7715763310656699,0.42656524283206554,0.9469783765139688,0.049937043622582875,0.06245081612342711,19
sub-30014,AD,0.7823418858740252,0.0,0.7690844319038317,0.42907385697538103,0.9463377806790876,0.05021559654766426,0.06284313531553239,20
sub-30003,AD,0.7823079812271762,0.0,0.7701752399200681,0.42489772063120984,0.9464237366953101,0.05005300693276162,0.06297427211465428,21
sub-30035,AD,0.7820323442786674,0.0,0.7693499951658499,0.43919716646989376,0.9462807847419374,0.04976861110130538,0.06243138323554315,22
sub-30021,AD,0.7819342669077036,0.0,0.7698425057990835,0.4299120234604106,0.9470171884579154,0.04983296947775422,0.06240403409533594,23
sub-30027,AD,0.7819102585953561,0.0,0.768863672510903,0.4307511737089202,0.9457357597368922,0.050259690769621404,0.06315363482758123,24
